"Run ID" RA_PNT DEC_PNT Exposure[s] ALT_PNT AZ_PNT TSTART[MJD] SRC_NAME NSB_TUNING POINT/FULL_ENCLOSURE FILENAME
8004 217.56657587289405 22.663331355231712 59699.058822965955 82.65042813120522 213.25643099154422 59699.058822965955 SDSSJ1430+2303 0.07 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut84/nsb_tuning_0.07/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.07/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08004.fits
8005 266.58671734038364 -29.659164247686473 59699.06831426602 20.08795634749686 143.327737416679 59699.06831426602 GalacticCenter 0.5 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.50/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.50/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08005.fits
8005 266.5867365594993 -29.659172544554348 59699.06831426602 20.09608451073534 143.3391568674835 59699.06831426602 GalacticCenter 0.5 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.50/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.50/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08005.fits
8005 266.5867365594993 -29.659172544554348 59699.06831426602 20.09608451073534 143.3391568674835 59699.06831426602 GalacticCenter 0.5 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.50/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.50/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08005.fits
8006 267.1709272366883 -28.81105944075907 59699.08007189625 22.57385779575296 145.4668712207571 59699.08007189625 GalacticCenter 0.5 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.50/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.50/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08006.fits
8006 267.1708476535903 -28.81102917049602 59699.08007185225 22.534583047713674 145.40522283121797 59699.08007185225 GalacticCenter 0.5 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.50/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.50/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08006.fits
8006 267.1708476535903 -28.81102917049602 59699.08007185225 22.534583047713674 145.40522283121797 59699.08007185225 GalacticCenter 0.5 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.50/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.50/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08006.fits
8007 265.621875364935 -29.151152812523346 59699.09078535188 24.80972485822466 150.023550776268 59699.09078535188 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08007.fits
8007 265.6218105568209 -29.15112086376246 59699.09078535188 24.769204518177613 149.94679424613622 59699.09078535188 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08007.fits
8007 265.6218105568209 -29.15112086376246 59699.09078535188 24.769204518177613 149.94679424613622 59699.09078535188 GalacticCenter 0.38 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08007.fits
8010 267.1809846794064 -28.81475802626678 59699.1221691076 28.85019126436779 158.49717866715304 59699.1221691076 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08010.fits
8010 267.18101523554856 -28.81476695442446 59699.12216913024 28.86719760047124 158.54630980833895 59699.12216913024 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08010.fits
8010 267.18101523554856 -28.81476695442446 59699.12216913024 28.86719760047124 158.54630980833895 59699.12216913024 GalacticCenter 0.38 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08010.fits
8011 265.63067548632614 -29.153841868424056 59699.133285771815 30.078059517683766 163.83543293126198 59699.133285771815 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08011.fits
8011 265.63065913547746 -29.15383831121611 59699.13328576382 30.070681554996195 163.80615686314036 59699.13328576382 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08011.fits
8011 265.63065913547746 -29.15383831121611 59699.13328576382 30.070681554996195 163.80615686314036 59699.13328576382 GalacticCenter 0.38 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08011.fits
8012 266.2174899147525 -28.308350733239383 59699.144122869264 31.68082739143119 167.11657853579902 59699.144122869264 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08012.fits
8012 266.21747402637936 -28.308347222699673 59699.14412286154 31.67404789043571 167.08185478016264 59699.14412286154 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08012.fits
8012 266.21747402637936 -28.308347222699673 59699.14412286154 31.67404789043571 167.08185478016264 59699.14412286154 GalacticCenter 0.38 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08012.fits
8013 299.9703192996065 64.74076781346571 59699.159615650584 46.074239625514046 23.360028145883746 59699.159615650584 1ES1959+650 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08013.fits
8014 300.9244129763611 65.1371959333245 59699.17219529599 47.130544598599144 21.433604004291357 59699.17219529599 1ES1959+650 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08014.fits
8015 299.0248414439313 65.13652515082204 59699.18656473668 49.2233993804506 18.357816875846822 59699.18656473668 1ES1959+650 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08015.fits
8016 299.97901679976883 65.5390762677567 59699.200426397925 49.93521848384474 15.974961564409911 59699.200426397925 1ES1959+650 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220429/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08016.fits
8021 159.02435692125607 18.81988758043993 59699.899717154585 77.56977021080307 217.1652687977956 59699.899717154585 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08021.fits
8022 157.7577767068346 18.82003121652424 59699.914094381376 73.50479088023181 235.38519348829257 59699.914094381376 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08022.fits
8023 158.39279968710275 19.421136422680153 59699.92805036834 70.51452584384056 245.0153033169035 59699.92805036834 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08023.fits
8024 158.39399043592215 18.22163559954825 59699.941964727914 65.83724876723265 248.99795277810117 59699.941964727914 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08024.fits
8025 159.0285585840585 18.82051845434809 59699.955756383504 63.973282941673126 253.12262076536416 59699.955756383504 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08025.fits
8027 159.03138037636768 18.821262726300343 59699.97813979595 55.519494960046636 261.17963194729606 59699.97813979595 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08027.fits
8028 157.76545988452622 18.821929902883067 59699.992619048586 49.84364621243313 265.2178773005837 59699.992619048586 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08028.fits
8029 158.4011006606578 19.423475731385462 59700.0072788978 46.11624866496693 268.4712857611733 59700.0072788978 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08029.fits
8030 158.40320379253365 18.22457511880593 59700.02111670034 41.27548217847087 269.4229590063566 59700.02111670034 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08030.fits
8031 159.0393045191767 18.824201097842405 59700.03502182314 37.6682065788203 272.2044340792763 59700.03502182314 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08031.fits
8032 157.77503458348224 18.82588634532835 59700.048924702 32.16474110516045 274.99724669056997 59700.048924702 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08032.fits
8033 158.41220050173465 19.428339756803556 59700.06288311713 28.62710264134097 277.4832162914737 59700.06288311713 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08033.fits
8034 158.4147676576621 18.229800236597484 59700.0767902599 25.52786638584542 277.5238843162725 59700.0767902599 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08034.fits
8035 283.9464954462357 2.726046046739233 59700.08173134879 36.565329840955094 109.86292223117663 59700.08173134879 HESS1857+026 0.22 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08035.fits
8035 283.9465015586924 2.7260436822213423 59700.08173134879 36.57605754391118 109.87168760463837 59700.08173134879 HESS1857+026 0.22 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08035.fits
8035 283.9465015586924 2.7260436822213423 59700.08173134879 36.57605754391118 109.87168760463837 59700.08173134879 HESS1857+026 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08035.fits
8036 284.3491761320058 3.124942932410577 59700.10645955762 42.031986005246914 114.2476068647068 59700.10645955762 HESS1857+026 0.22 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08036.fits
8036 284.3491745373277 3.124943534314317 59700.10645955762 42.0295075186262 114.24508232004074 59700.10645955762 HESS1857+026 0.22 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08036.fits
8036 284.3491745373277 3.124943534314317 59700.10645955762 42.0295075186262 114.24508232004074 59700.10645955762 HESS1857+026 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08036.fits
8037 284.3510167168148 2.32450863357381 59700.12064159342 45.638042759219694 119.65912736638725 59700.12064159342 HESS1857+026 0.22 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08037.fits
8037 284.35102034666704 2.324507469954214 59700.12064159342 45.645783662463494 119.66848689849543 59700.12064159342 HESS1857+026 0.22 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08037.fits
8037 284.35102034666704 2.324507469954214 59700.12064159342 45.645783662463494 119.66848689849543 59700.12064159342 HESS1857+026 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08037.fits
8038 267.1847260666003 -28.815621294708098 59700.13818900332 30.85447445081483 165.65975610424542 59700.13818900332 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08038.fits
8038 267.1847024795594 -28.81561616729843 59700.138188968405 30.843866346210582 165.61169047511962 59700.138188968405 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08038.fits
8038 267.1847024795594 -28.81561616729843 59700.138188968405 30.843866346210582 165.61169047511962 59700.138188968405 GalacticCenter 0.38 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08038.fits
8039 265.63458519882596 -29.154459702121596 59700.1528516805 31.61673064015246 172.2894356040478 59700.1528516805 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/diffuse/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08039.fits
8039 265.6345752597394 -29.154458731456284 59700.1528516805 31.614222778983482 172.267658244115 59700.1528516805 GalacticCenter 0.38 full-enclosure /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/full-enclosure/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08039.fits
8039 265.6345752597394 -29.154458731456284 59700.1528516805 31.614222778983482 172.267658244115 59700.1528516805 GalacticCenter 0.38 point /pnfs/cta.cscs.ch/lst/DL3/20220430/v0.10/tailcut1005/nsb_tuning_0.38/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.38/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08039.fits
8045 159.02539066186708 18.81999002500424 59700.910034726665 74.71521924999855 231.35273770648237 59700.910034726665 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08045.fits
8046 157.75885677284913 18.820197952619356 59700.92438657432 69.93376781616436 244.01739445673317 59700.92438657432 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08046.fits
8048 158.39427177080552 19.421397675774674 59700.94532407508 65.40328019021811 252.9506012752728 59700.94532407508 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08048.fits
8049 158.39509696118785 19.421590992213915 59700.95467594079 62.65078346451431 256.08973155938776 59700.95467594079 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08049.fits
8050 158.39645782885952 18.222253354466257 59700.96505787454 57.955659406162894 257.9277762337929 59700.96505787454 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08050.fits
8051 159.031849890744 18.82139315624227 59700.9794907418 54.21146719816724 262.17871919201747 59700.9794907418 DarkPatch08 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08051.fits
8052 157.7659401920279 18.822107950028812 59700.99407407671 48.62282440868489 266.00129839067046 59700.99407407671 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08052.fits
8056 158.4084565549679 19.42655254947119 59701.04556138609 33.107979708863354 275.3036593160229 59701.04556138609 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08056.fits
8057 158.4122230174523 18.228661301679818 59701.060129546015 28.29668323936881 276.1590948610883 59701.060129546015 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08057.fits
8058 159.04823844838992 18.82838807401476 59701.073946852695 26.14689403591761 277.9478013670247 59701.073946852695 DarkPatch08 0.22 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.22/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.22/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08058.fits
8059 239.3423037258228 11.198173266955186 59701.08000925886 71.39086669739827 160.56248876579096 59701.08000925886 PG1553+113 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08059.fits
8060 238.52861521939343 11.198201207308024 59701.09487738513 72.32338429197871 179.29419808001973 59701.09487738513 PG1553+113 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08060.fits
8061 238.93763293851862 11.5983740058865 59701.10886345934 72.2181205614495 194.5764064543528 59701.10886345934 PG1553+113 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08061.fits
8062 238.93878449085048 10.798643143677856 59701.1232638482 69.73954106935177 208.80692229242112 59701.1232638482 PG1553+113 0.14 point /pnfs/cta.cscs.ch/lst/DL3/20220501/v0.10/tailcut84/nsb_tuning_0.14/0.10.18/std/20250212_v0.10.17_allsky_interp_dl2_irfs_nsb_0.14/src_indep/point/ring-wobble/gheff0.9_thetacont0.7/irf_interp/dl3_LST-1.Run08062.fits
